model_type,config_name,train_f1,test_f1,overfitting_gap_f1,train_auroc,test_auroc,overfitting_gap_auroc,train_score,test_score,overfitting_gap_score
CatBoost,Level-8,0.7736502439792224,0.769811320754717,0.0038389232245054083,0.6911036897075997,0.669317120451141,0.02178656925645872,0.732376966843411,0.719564220602929,0.01281274624048201
CatBoost,Level-7,0.7717400349504868,0.7589641434262948,0.012775891524192007,0.7108867582574971,0.6900766587364525,0.020810099521044623,0.741313396603992,0.7245204010813737,0.01679299552261826
CatBoost,Level-6,0.7727381046945746,0.7702060221870047,0.002532082507569866,0.7113588513319966,0.6924182747378624,0.018940576594134173,0.7420484780132857,0.7313121484624336,0.01073632955085202
CatBoost,Level-5,0.775049115913556,0.7683763475988239,0.006672768314732069,0.7205061091157483,0.6961961406291303,0.02430996848661804,0.7477776125146521,0.732286244113977,0.01549136840067511
CatBoost,Level-4,0.7748338800571958,0.7632107023411371,0.011623177716058697,0.731948885045061,0.7033152700678474,0.028633614977213506,0.7533913825511284,0.7332629862044923,0.0201283963466361
CatBoost,Level-3,0.7756788665879575,0.763307666555072,0.012371200032885499,0.734865753696318,0.7047453520133933,0.030120401682924736,0.7552723101421377,0.7340265092842326,0.02124580085790506
CatBoost,Level-2,0.7804423353953055,0.7619367854741089,0.018505549921196573,0.7497059471608312,0.7113789761212441,0.03832697103958704,0.7650741412780684,0.7366578807976765,0.02841626048039192
CatBoost,Level-1,0.783845957229275,0.7623896809232859,0.02145627630598912,0.7560435074807748,0.7104590712838135,0.04558443619696129,0.7699447323550248,0.7364243761035496,0.0335203562514752
CatBoost,Level0,0.7925243303763673,0.7631399317406143,0.02938439863575293,0.7768623162858339,0.7152427526654332,0.061619563620400664,0.7846933233311006,0.7391913422030238,0.045501981128076796
CatBoost,Level1,0.8151121193613122,0.7639986259017519,0.05111349345956029,0.8307704426767732,0.7189911005374923,0.11177934213928098,0.8229412810190427,0.7414948632196221,0.08144641779942063
CatBoost,Level2,0.8489388264669163,0.7475455820476858,0.10139324441923048,0.8861473459224821,0.7056295708873028,0.1805177750351793,0.8675430861946992,0.7265875764674943,0.14095550972720494
CatBoost,Level3,0.9384771949301508,0.7484098939929329,0.1900673009372179,0.9836618337262852,0.6986360031720857,0.2850258305541995,0.961069514328218,0.7235229485825093,0.23754656574570865
CatBoost,Level4,0.9710362986646606,0.7474676912329724,0.22356860743168816,0.9947164136350615,0.6920389461626575,0.302677467472404,0.982876356149861,0.7197533186978149,0.2631230374520461
LightGBM,Level-10,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.6231512625873126,0.6262648691514671,-0.003113606564154492,0.6859187311424793,0.6874485877574208,-0.0015298566149415382
LightGBM,Level-9,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.6914149846858957,0.6785893030222927,0.012825681663602984,0.7200505921917708,0.7136108046928337,0.006439787498937144
LightGBM,Level-8,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.6914149846858957,0.6785893030222927,0.012825681663602984,0.7200505921917708,0.7136108046928337,0.006439787498937144
LightGBM,Level-7,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.6946062402221096,0.6818301171909419,0.012776123031167708,0.7216462199598778,0.7152312117771582,0.0064150081827195615
LightGBM,Level-6,0.7743549648162628,0.7685589519650655,0.005796012851197241,0.7147110977678865,0.6910882016036656,0.023622896164220974,0.7445330312920746,0.7298235767843655,0.014709454507709108
LightGBM,Level-5,0.7744760713168596,0.7686543865126444,0.005821684804215188,0.7152189972015953,0.6920975416336241,0.023121455567971183,0.7448475342592275,0.7303759640731342,0.014471570186093241
LightGBM,Level-4,0.7764338023533284,0.7697841726618705,0.006649629691457881,0.7274323535244476,0.7030390342761477,0.024393319248299905,0.751933077938888,0.7364116034690091,0.015521474469878838
LightGBM,Level-3,0.7852916314454776,0.7661129568106312,0.01917867463484646,0.7587757805786308,0.7093157987487885,0.04945998182984235,0.7720337060120542,0.7377143777797098,0.034319328232344404
LightGBM,Level-2,0.7910012021294865,0.7646662171274443,0.026334985002042233,0.77098128704581,0.7113419684553705,0.05963931859043958,0.7809912445876483,0.7380040927914073,0.04298715179624102
LightGBM,Level-1,0.8125274146854987,0.7586919104991394,0.053835504186359295,0.822595244915497,0.717079918935589,0.10551532597990798,0.8175613298004978,0.7378859147173642,0.07967541508313358
LightGBM,Level0,0.8531406138472519,0.7469373468673434,0.10620326697990856,0.8954149681598838,0.7141395717684377,0.18127539639144608,0.8742777910035678,0.7305384593178905,0.14373933168567732
LightGBM,Level1,0.9213009619789281,0.742735648476258,0.17856531350267013,0.9730385827292157,0.7146515111463564,0.25838707158285934,0.947169772354072,0.7286935798113072,0.21847619254276474
LightGBM,Level2,0.9749623493975904,0.7485795454545454,0.226382803943045,0.9983101051054359,0.7075601374570446,0.29074996764839134,0.9866362272515132,0.728069841455795,0.2585663857957182
LightGBM,Level3,1.0,0.745774647887324,0.25422535211267605,1.0,0.7054084060269626,0.29459159397303736,1.0,0.7255915269571434,0.27440847304285665
LightGBM,Level4,1.0,0.7486818980667839,0.25131810193321613,1.0,0.7089382324433872,0.29106176755661284,1.0,0.7288100652550855,0.2711899347449145
LightGBM,Level5,1.0,0.7487684729064039,0.2512315270935961,1.0,0.7094677945193409,0.29053220548065906,1.0,0.7291181337128725,0.2708818662871275
LightGBM,Level6,1.0,0.7521784593935169,0.2478215406064831,1.0,0.7107956648162832,0.2892043351837168,1.0,0.7314870621049001,0.2685129378950999
LightGBM,Level7,1.0,0.7473684210526316,0.25263157894736843,1.0,0.7134091109348841,0.2865908890651159,1.0,0.7303887659937578,0.2696112340062422
LightGBM,Level8,1.0,0.7532467532467533,0.24675324675324672,1.0,0.7124997797162747,0.28750022028372535,1.0,0.732873266481514,0.26712673351848604
LightGBM,Level9,1.0,0.7474462839027827,0.25255371609721733,1.0,0.7127271125209269,0.2872728874790731,1.0,0.7300866982118548,0.2699133017881452
LightGBM,Level10,1.0,0.7498238195912614,0.25017618040873857,1.0,0.7118539078332893,0.2881460921667107,1.0,0.7308388637122754,0.26916113628772464
LightGBM,Level11,1.0,0.7538896746817539,0.24611032531824606,1.0,0.7064005639263371,0.2935994360736629,1.0,0.7301451193040456,0.2698548806959544
LightGBM,Level12,1.0,0.7499118165784833,0.25008818342151673,1.0,0.7059714512291831,0.29402854877081686,1.0,0.7279416339038332,0.27205836609616685
LightGBM,Level13,1.0,0.751937984496124,0.24806201550387597,1.0,0.7062631068816636,0.2937368931183364,1.0,0.7291005456888938,0.2708994543111062
LightGBM,Level14,1.0,0.7514980613323934,0.24850193866760661,1.0,0.7063758921490881,0.29362410785091186,1.0,0.7289369767407408,0.27106302325925924
Stacking,Level-10,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.7439599078950268,0.7230337474667372,0.020926160428289542,0.7463230537963363,0.7358330269150559,0.010490026881280423
Stacking,Level-9,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.7439608443690369,0.723034628601639,0.020926215767397838,0.7463235220333414,0.7358334674825069,0.010490054550834516
Stacking,Level-8,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.7439639843113061,0.7230302229271302,0.02093376138417591,0.7463250920044759,0.7358312646452524,0.010493827359223551
Stacking,Level-7,0.7486861996976459,0.7486323063633746,5.389333427130438e-05,0.743968831941476,0.7230390342761477,0.02092979766532832,0.746327515819561,0.7358356703197612,0.010491845499799868
Stacking,Level-6,0.7494232987312572,0.7488479262672811,0.0005753724639760982,0.743969878588899,0.7230390342761477,0.020930844312751273,0.746696588660078,0.7359434802717144,0.01075310838836363
Stacking,Level-5,0.7819437592501234,0.7705767984445885,0.011366960805534898,0.7440261772029173,0.7230372720063443,0.020988905196573038,0.7629849682265204,0.7468070352254663,0.01617793300105408
Stacking,Level-4,0.7794330467353366,0.7684630738522954,0.010969972883041246,0.7440779036202984,0.723016124768702,0.021061778851596324,0.7617554751778175,0.7457395993104987,0.016015875867318785
Stacking,Level-3,0.7760800842992623,0.7688630932058723,0.007216991093390024,0.7442796311394133,0.7229421094369548,0.021337521702458506,0.7601798577193378,0.7459026013214136,0.01427725639792421
Stacking,Level-2,0.7753086419753087,0.7657967032967034,0.009511938678605336,0.7443581296961418,0.7228962904220636,0.021461839274078187,0.7598333858357252,0.7443464968593835,0.015486888976341762
Stacking,Level-1,0.7723404255319148,0.7657813038978958,0.0065591216340190606,0.7444284754203115,0.7227667635915059,0.021661711828805608,0.7583844504761132,0.7442740337447009,0.014110416731412334
Stacking,Level0,0.772574064218556,0.7651933701657458,0.007380694052810166,0.7444360773858052,0.7227711692660146,0.021664908119790605,0.7585050708021805,0.7439822697158802,0.01452280108630033
Stacking,Level1,0.7721384205856255,0.7657221838286109,0.006416236757014637,0.7444446709120155,0.7227597145122918,0.021684956399723676,0.7582915457488205,0.7442409491704514,0.014050596578369157
Stacking,Level2,0.7720294613541574,0.7657221838286109,0.006307277525546495,0.7444445056518961,0.7227509031632744,0.021693602488621733,0.7582369835030267,0.7442365434959426,0.014000440007084114
Stacking,Level3,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444443403917766,0.7227482597585693,0.021696080633207382,0.7581824115874396,0.7442352217935901,0.013947189793849457
Stacking,Level4,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444431835709406,0.7227517842981761,0.021691399272764533,0.7581818331770216,0.7442369840633936,0.013944849113628033
Stacking,Level5,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.744442632703876,0.7227500220283726,0.021692610675503432,0.7581815577434893,0.7442361029284917,0.013945454814997538
Stacking,Level6,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227491408934708,0.02169349181040514,0.7581815577434892,0.7442356623610409,0.013945895382448281
Stacking,Level7,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444425776171695,0.7227500220283725,0.021692555588797013,0.758181530200136,0.7442361029284916,0.013945427271644384
Stacking,Level8,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
Stacking,Level9,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426877905824,0.7227500220283725,0.02169266576220996,0.7581815852868425,0.7442361029284916,0.013945482358350914
Stacking,Level10,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
Stacking,Level11,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
Stacking,Level12,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
Stacking,Level13,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
Stacking,Level14,0.7719204827831025,0.7657221838286109,0.006198298954491643,0.7444426327038759,0.7227500220283725,0.021692610675503432,0.7581815577434892,0.7442361029284916,0.013945454814997538
StackingRF,Level-10,0.7520118397928036,0.7473460721868365,0.004665767605967153,0.6694388592644823,0.6369671336681646,0.032471725596317724,0.710725349528643,0.6921566029275006,0.018568746601142383
StackingRF,Level-9,0.7746782969168322,0.7638088783463233,0.010869418570508937,0.6979801357336448,0.659592475107939,0.038387660625705866,0.7363292163252385,0.7117006767271311,0.024628539598107402
StackingRF,Level-8,0.7773272366491243,0.7618393960192176,0.015487840629906713,0.7401685653218166,0.7085994360736629,0.03156912924815369,0.7587479009854705,0.7352194160464403,0.02352848493903026
StackingRF,Level-7,0.7723348017621146,0.7594848590323704,0.012849942729744157,0.7422992364982481,0.7122266278967311,0.03007260860151706,0.7573170191301813,0.7358557434645507,0.021461275665630608
StackingRF,Level-6,0.7752700447879161,0.7643618851049192,0.010908159682996854,0.7470959390079985,0.7192933298087938,0.027802609199204742,0.7611829918979574,0.7418276074568565,0.019355384441100854
StackingRF,Level-5,0.776321576216026,0.7632484514796972,0.013073124736328823,0.7480731496375295,0.7196836725702704,0.028389477067259028,0.7621973629267778,0.7414660620249838,0.02073130090179398
StackingRF,Level-4,0.7787036224892553,0.7625649913344887,0.016138631154766547,0.7525700702906375,0.7227790994801304,0.029790970810507078,0.7656368463899463,0.7426720454073096,0.022964800982636757
StackingRF,Level-3,0.7769075068203819,0.762993762993763,0.013913743826618918,0.7526482383271269,0.7228777865891267,0.029770451738000192,0.7647778725737544,0.7429357747914449,0.0218420977823095
StackingRF,Level-2,0.779828667314316,0.7620041753653445,0.01782449194897151,0.7589938688495692,0.7226249008723236,0.03636896797724565,0.7694112680819426,0.7423145381188341,0.027096729963108523
StackingRF,Level-1,0.7783783783783784,0.7603074772886094,0.018070901089769054,0.7597780281162549,0.7226315093840866,0.03714651873216834,0.7690782032473167,0.7414694933363479,0.027608709910968754
StackingRF,Level0,0.7853292090145824,0.7633321714883234,0.021997037526258922,0.7736023400832911,0.7249744470878491,0.04862789299544201,0.7794657745489367,0.7441533092880863,0.03531246526085041
StackingRF,Level1,0.790792026812489,0.7640918580375783,0.02670016877491066,0.7889188958420554,0.7236664023261961,0.06525249351585938,0.7898554613272721,0.7438791301818872,0.04597633114538491
StackingRF,Level2,0.7997881355932204,0.763661677688827,0.036126457904393394,0.8105143170350131,0.7238849237818309,0.0866293932531822,0.8051512263141167,0.7437733007353289,0.06137792557878785
StackingRF,Level3,0.8214634146341463,0.7613082811412665,0.06015513349287982,0.8635034594451667,0.7248999911886511,0.1386034682565156,0.8424834370396566,0.7431041361649589,0.0993793008746977
StackingRF,Level4,0.8558213999822112,0.7613754775963877,0.0944459223858235,0.9207408611153955,0.7212274209181425,0.19951344019725303,0.8882811305488034,0.7413014492572652,0.14697968129153827
StackingRF,Level5,0.9190166305133767,0.7623349548297429,0.15668167568363378,0.980254500583919,0.7186756542426646,0.2615788463412545,0.9496355655486479,0.7405053045362038,0.20913026101244414
StackingRF,Level6,0.9725578345977335,0.7574171029668412,0.2151407316308923,0.9990749289381486,0.7130055511498811,0.2860693777882676,0.9858163817679411,0.7352113270583611,0.25060505470957994
StackingRF,Level7,0.9917970240366273,0.7538461538461538,0.23795087019047345,0.9999524601723113,0.709549740065204,0.2904027201071073,0.9958747421044694,0.7316979469556789,0.26417679514879044
StackingRF,Level8,0.9988474836726854,0.7524613220815752,0.24638616159111015,0.999999889826587,0.7062252180808882,0.2937746717456988,0.9994236867496362,0.7293432700812317,0.27008041666840454
StackingRF,Level9,1.0,0.747887323943662,0.252112676056338,1.0,0.7019561194818926,0.2980438805181074,1.0,0.7249217217127772,0.27507827828722275
StackingRF,Level10,1.0,0.7443502824858758,0.25564971751412424,1.0,0.7020887302846066,0.2979112697153934,1.0,0.7232195063852411,0.27678049361475887
StackingRF,Level11,1.0,0.7435260730755587,0.25647392692444126,1.0,0.7021931447704644,0.29780685522953565,1.0,0.7228596089230115,0.2771403910769885
StackingRF,Level12,1.0,0.7437079049982276,0.2562920950017724,1.0,0.702076834963433,0.297923165036567,1.0,0.7228923699808303,0.2771076300191697
StackingRF,Level13,1.0,0.7450424929178471,0.2549575070821529,1.0,0.7019891620407085,0.2980108379592915,1.0,0.7235158274792778,0.2764841725207222
StackingRF,Level14,1.0,0.7461946902654867,0.2538053097345133,1.0,0.7014516697506389,0.2985483302493611,1.0,0.7238231800080628,0.2761768199919372
